id,date,content,reply_count,retweet_count,like_count,language,clean_tweet,sentiment_results,polarity,subjectivity,sentiment
1631074410990796800,2023-03-01 23:30:18+00:00,"@samayoa_bessy @Honduraslibre9 @XiomaraCastroZ @RicSalgadoB @spe_hn @KamalaHarris @NormaJTorres @DEAHQ Los norteamericanos nunca han tenido lobos solitarios en la cantidad que llegarán de ahora en adelante.
Como dice la biblia. ""allí será el llorar y el crujir de dientes"" pero da la impresión que el gobierno de JOE BIDEN se quiere hacer el ciego, el sordo y el mudo. Olvidaron 9 11",0,0,0,es,samayoabessy honduraslibre xiomaracastroz ricsalgadob spehn kamalaharris normajtorres deahq north americans never lone wolves number come bible say cry gnash teeth seem joe biden government want play blind deaf dumb forget,"Sentiment(polarity=-0.4375, subjectivity=0.5833333333333333)",-0.4375,-0.4375,negative
1631074066873368576,2023-03-01 23:28:56+00:00,"@townhallcom Today is March 1, 2023 and KJP is the second best liar in the country. 
Joe Biden won 1st again…🏆",0,0,0,en,townhallcom today march kjp second best liar country joe biden st again…,"Sentiment(polarity=0.5, subjectivity=0.15)",0.5,0.5,positive
1631073330999566342,2023-03-01 23:26:00+00:00,"BREAKING: Biden caught on video ordering military move on Russia? 

Can he spit on the constitution and bypass Congress?",0,0,0,en,break biden catch video order military move russia spit constitution bypass congress,"Sentiment(polarity=-0.1, subjectivity=0.1)",-0.1,-0.1,negative
1631072910977662979,2023-03-01 23:24:20+00:00,"@SpeakerMcCarthy please get on the ball and get the Republicans to work on looking into the whole Biden laptop and why can’t you be like Adam Schiff and get Biden impeached? He’s so corrupt and such a bias, old politician, who has many many dealings with China😩COME ON!",0,0,0,en,speakermccarthy please get ball get republicans work look whole biden laptop can’t like adam schiff get biden impeach he’s corrupt bias old politician many many deal chinacome,"Sentiment(polarity=0.16, subjectivity=0.5199999999999999)",0.16,0.16,positive
1631072590079963137,2023-03-01 23:23:03+00:00,@LindseyGrahamSC so Attorney General Garland today was in the hot seat for what? He’s not gonna do anything about anything! And what are they going to do something about Hunter Biden and Biden’s dealings with China and the Covid coming from China lab and all the stuff wrong😩,0,0,1,en,lindseygrahamsc attorney general garland today hot seat he’s gonna anything anything go something hunter biden biden’s deal china covid come china lab stuff wrong,"Sentiment(polarity=-0.06666666666666665, subjectivity=0.75)",-0.06666666666666665,-0.06666666666666665,negative
1631072049580974083,2023-03-01 23:20:55+00:00,"@JQL1962 Ukrainians thank the US, President Biden, Democrat &amp; Republican supporters for the military &amp; financial aid. The US writes the ""checks"", UKr writes the obituaries. With the help of the US &amp; many other nations we will defeat the RU invaders for ourselves &amp; all those who assist",0,0,1,en,jql ukrainians thank us president biden democrat republican supporters military financial aid us write check ukr write obituaries help us many nations defeat ru invaders assist,"Sentiment(polarity=0.13333333333333333, subjectivity=0.19999999999999998)",0.13333333333333333,0.13333333333333333,positive
1631071512613494786,2023-03-01 23:18:47+00:00,Joe Biden looks like a Ric Flair you’d find on Wish.  William Henry Harrison looks like a guitar tech that was persuaded by a bunch of college girls to give them a Poison laminate so they could go on the bus and meet Bret Michaels.  This thread is worth your time.,0,0,1,en,joe biden look like ric flair you’d find wish william henry harrison look like guitar tech persuade bunch college girls give poison laminate could go bus meet bret michaels thread worth time,"Sentiment(polarity=0.3, subjectivity=0.1)",0.3,0.3,positive
1631071261903187968,2023-03-01 23:17:47+00:00,The fact that this is even a discussion now is beyond me. President Biden old ass need to stop taking naps all the time and do something,0,0,0,en,fact even discussion beyond president biden old ass need stop take nap time something,"Sentiment(polarity=0.1, subjectivity=0.2)",0.1,0.1,positive
1631070652173111297,2023-03-01 23:15:21+00:00,"This is, as Joe Biden would say, a BFD. I'm proud of and humbled by this endorsement for the #NVDemUnitySlate. Thank you @Culinary226! https://t.co/oBLQ6K3q0j",0,4,32,en,joe biden would say bfd im proud humble endorsement nvdemunityslate thank culinary,"Sentiment(polarity=0.20000000000000004, subjectivity=0.4666666666666666)",0.20000000000000004,0.20000000000000004,positive
1631070544828198915,2023-03-01 23:14:56+00:00,@gary_kline @JoyceWhiteVance Donald let that guy keep his job at the justice department and nobody around Joe Biden or Joe Biden himself didn't realize the only reason he kept that job was because he was a tool for Trump and was corrupt,0,0,0,en,garykline joycewhitevance donald let guy keep job justice department nobody around joe biden joe biden didnt realize reason keep job tool trump corrupt,"Sentiment(polarity=-0.5, subjectivity=1.0)",-0.5,-0.5,negative
1631070014680776709,2023-03-01 23:12:49+00:00,@DWoutofContext_ Joe Biden is the greatest president ever,0,0,1,en,dwoutofcontext joe biden greatest president ever,"Sentiment(polarity=1.0, subjectivity=1.0)",1.0,1.0,positive
1631069431156600833,2023-03-01 23:10:30+00:00,@NEWSMAX Shooting down a spy balloon with a rocket causing an explosion and instead of using 50. Cal bullets and waiting for the balloon to finish transmitting all its gathered data back to China before destroying it over the ocean was smart in the brain of Biden.   NOT!,0,0,0,en,newsmax shoot spy balloon rocket cause explosion instead use cal bullets wait balloon finish transmit gather data back china destroy ocean smart brain biden,"Sentiment(polarity=0.0047619047619047545, subjectivity=0.2142857142857143)",0.0047619047619047545,0.0047619047619047545,positive
1631069402832445441,2023-03-01 23:10:24+00:00,Bring it im a fearless democrat love Biden fed up with kies lies let's make it a sin to LIE,0,0,0,en,bring im fearless democrats love biden feed lie lie let make sin lie,"Sentiment(polarity=0.5, subjectivity=0.6)",0.5,0.5,positive
1631069073676161027,2023-03-01 23:09:05+00:00,".@QuinnipiacPoll California:

President Biden Job Approval

% Approve/Disapprove
Voters 48/47
Dem 86/12
GOP 6/91
Ind 39/54
Men 40/55
Women 55/40

VP Harris Job Approval

% Approve/Disapprove
Voters 42/48
Dem 73/15
GOP 7/89
Ind 37/53
Men 31/59
Women 52/38
https://t.co/hX8YXK36xc https://t.co/Rxfi2cjKxa",0,0,1,en,quinnipiacpoll california president biden job approval approvedisapprove voters dem gop ind men women vp harris job approval approvedisapprove voters dem gop ind men women,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neutral
1631068799502893058,2023-03-01 23:08:00+00:00,"As long as the Biden Administration can claim there is no “consensus” on whether Covid originated in the Wuhan lab, Biden does not have to confront President Xi or take punitive action against the regime.",0,1,4,en,long biden administration claim “consensus” whether covid originate wuhan lab biden confront president xi take punitive action regime,"Sentiment(polarity=0.025, subjectivity=0.25)",0.025,0.025,positive
1631068479062196224,2023-03-01 23:06:43+00:00,"Biden &amp; Obama started this shit right here, And these screwball idiots wanta defund the law enforcement",0,1,2,en,biden obama start shit right screwball idiots wanta defund law enforcement,"Sentiment(polarity=-0.23809523809523814, subjectivity=0.711904761904762)",-0.23809523809523814,-0.23809523809523814,negative
1631068473227898880,2023-03-01 23:06:42+00:00,"My latest on @NEWSMAX with @DanielCohenTV: The Islamic Republic of Iran has a multi decades long track record of harrasing, abusing, and murdering Iranian women. Shame on the Biden Administration for engaging in diplomacy with Tehran! https://t.co/5A0nCYwTsh",5,33,78,en,latest newsmax danielcohentv islamic republic iran multi decades long track record harrasing abuse murder iranian women shame biden administration engage diplomacy tehran,"Sentiment(polarity=0.225, subjectivity=0.65)",0.225,0.225,positive
1631068314171592708,2023-03-01 23:06:04+00:00,@WPSDLocal6 hadn’t seen biden all day on tv until I just switched to you and you RUINED my day with your wokeness.  Hello KFVS 😀,0,0,0,en,wpsdlocal hadn’t see biden day tv switch ruin day wokeness hello kfvs,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neutral
1631067545162612736,2023-03-01 23:03:01+00:00,@BernieTafoya @mtgreenee What ? The truth hurts . Biden lies like he has his entire life . Typical career politician,0,0,0,en,bernietafoya mtgreenee truth hurt biden lie like entire life typical career politician,"Sentiment(polarity=-0.08333333333333333, subjectivity=0.5625)",-0.08333333333333333,-0.08333333333333333,negative
1631067436307959810,2023-03-01 23:02:35+00:00,@Acyn Trump is Old and unfit. Biden is old and fit. What 82 yr old can run one mile in under 5 min?? BIDEN CAN,0,0,0,en,acyn trump old unfit biden old fit yr old run one mile min biden,"Sentiment(polarity=0.17500000000000002, subjectivity=0.25)",0.17500000000000002,0.17500000000000002,positive
1631066847985520640,2023-03-01 23:00:14+00:00,@HawleyMO Didn’t you vote against the infrastructure bill? You can’t vote against the bill and then blame Biden for not fixing crap! You are a Garbage human!,0,0,0,en,hawleymo didn’t vote infrastructure bill can’t vote bill blame biden fix crap garbage human,"Sentiment(polarity=-0.4, subjectivity=0.45)",-0.4,-0.4,negative
1631066698903085056,2023-03-01 22:59:39+00:00,@chipmaker66 What would that have to do with Harris being a SELLOUT? Biden or Trump Harris is still a SELLOUT. https://t.co/3KMICDok3F,1,0,0,en,chipmaker would harris sellout biden trump harris still sellout,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neutral
1631066160312602626,2023-03-01 22:57:31+00:00,".@EconUS/@YouGovAmerica Poll:

Do you want Joe Biden to run for president again in 2024?

% Yes/No
Voters 26/59
Dem 43/34
GOP 14/83
Ind 17/59
Men 29/55
Women 21/60
Lib 38/37
Mod 29/54
Con 15/79
White 22/62
Black 33/44
Hispanic 28/51

February 25-28, 2023
https://t.co/wq6iqsUeSE https://t.co/3pvc80QUOP",0,0,0,en,econusyougovamerica poll want joe biden run president yesno voters dem gop ind men women lib mod con white black hispanic february,"Sentiment(polarity=0.011111111111111118, subjectivity=0.2777777777777778)",0.011111111111111118,0.011111111111111118,positive
1631065548107784194,2023-03-01 22:55:05+00:00,"@craig_steger @snellsbells22 @krassenstein Biden’s on record against abortion, just that it’s none of his business to make others not have one.",1,0,3,en,craigsteger snellsbells krassenstein biden’s record abortion it’s none business make others one,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neutral
1631065457040998402,2023-03-01 22:54:43+00:00,"@lodomilson Esta es la triste y dura realidad de hoy.
Los pedófilos,Lesbianas,pájaros y todos enfermos de sodoma, desde los poderes políticos  fácticos ya son los que gobiernan al mundo unipolar de joe Biden. 
Yo ante tal desastre social me abrigo en jesucristo.",0,0,1,es,lodomilson sad harsh reality today pedophiles lesbians bird sick sodomy factual political power already ones govern unipolar world joe biden face social disaster shelter jesus christ,"Sentiment(polarity=-0.27619047619047615, subjectivity=0.5447619047619048)",-0.27619047619047615,-0.27619047619047615,negative
1631065279709978627,2023-03-01 22:54:01+00:00,"How Joe Biden Gonna Call Anyone Corny?! And Micheal B Had Every Right To Wanna Shit On L’oreal If He Felt Like She Was Playing On His Top Back In The Gap. Although She Didn’t Call Him Corny On The Radio, But Admitted In High School They Made Fun Of Him.",0,0,1,en,joe biden gonna call anyone corny micheal b every right wanna shit l’oreal felt like play top back gap although didn’t call corny radio admit high school make fun,"Sentiment(polarity=0.17428571428571427, subjectivity=0.4292857142857143)",0.17428571428571427,0.17428571428571427,positive
1631064404606197761,2023-03-01 22:50:32+00:00,"It's funny how when Biden took power, libs became irrationally nationalistic...to the point it's comical.",2,1,11,en,funny biden take power libs become irrationally nationalisticto point comical,"Sentiment(polarity=0.375, subjectivity=1.0)",0.375,0.375,positive
1631063544174133251,2023-03-01 22:47:07+00:00,"BREAKING NEWS! Biden announces STUNNING news on China, Taiwan flips out | Redacted w Clayton Morris https://t.co/23sTcHPDjC via @YouTube",0,0,0,en,break news biden announce stun news china taiwan flip,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neutral
1631063335058784257,2023-03-01 22:46:17+00:00,@michaelharriot Thank you Biden!  Almost three times the amount of fentanyl seized by the CDP as previous administration. Keep up the good work!,0,0,0,en,redact w clayton morris via youtube,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neutral
1631062959597268992,2023-03-01 22:44:47+00:00,"As most know, the GOP has criticized Biden for everything one can possibly think of.
Immigration, inflation, federal budget, fentanyl crisis, Ukraine, debt ceiling, executive orders, Etc.
Can anyone on this platform tell me a specific solution the GOP has put forth?",8,3,28,en,michaelharriot thank biden almost three time amount fentanyl seize cdp previous administration keep good work,"Sentiment(polarity=0.26666666666666666, subjectivity=0.38333333333333336)",0.26666666666666666,0.26666666666666666,positive
1631062683049947139,2023-03-01 22:43:41+00:00,"@MichelleNJ85 @helencaddes @BernieSanders Read George Packer's ""the unwinding"", which closely follows disillusioned Biden supporters. While Biden and Sanders may both be career politicians, Sanders remains consistent while Biden sways in whichever direction the money is coming from",3,0,0,en,know gop criticize biden everything one possibly think immigration inflation federal budget fentanyl crisis ukraine debt ceiling executive order etc anyone platform tell specific solution gop put forth,"Sentiment(polarity=0.0, subjectivity=0.5625)",0.0,0.0,neutral
1631062529127624704,2023-03-01 22:43:05+00:00,Are extreme republicans gonna fight daily with Biden and democrats pure evil vs good party,0,1,2,en,michellenj helencaddes berniesanders read george packers unwind closely follow disillusion biden supporters biden sanders may career politicians sanders remain consistent biden sway whichever direction money come,"Sentiment(polarity=0.25, subjectivity=0.25)",0.25,0.25,positive
1631061950737297408,2023-03-01 22:40:47+00:00,And here you have it. The results of who is the most corrupt man in the world. BIDEN!!! Hands down. 🙄,0,2,0,en,extreme republicans gonna fight daily biden democrats pure evil vs good party,"Sentiment(polarity=-0.04214285714285715, subjectivity=0.62)",-0.04214285714285715,-0.04214285714285715,negative
1631061596452671491,2023-03-01 22:39:22+00:00,"Ways Biden is destroying America.
Page 1 https://t.co/yyoebLpNBF",0,0,0,en,result corrupt man world biden hand,"Sentiment(polarity=-0.5, subjectivity=1.0)",-0.5,-0.5,negative
1631061341367676928,2023-03-01 22:38:22+00:00,https://t.co/5u4fzxTOTs. Sick ass joe Biden,0,0,0,en,ways biden destroy america page,"Sentiment(polarity=-0.2, subjectivity=0.0)",-0.2,-0.2,negative
1631061082906284033,2023-03-01 22:37:20+00:00,I am not sure if anyone remembers but Biden tried to first to give his student forgiveness by executive order and Nancy Palosi told him it must go thru the house.  They new that Trump had passed the Hero’s Act. So they tried to put it thru the DOE. It was first by Ex Order.,0,1,4,en,httpstcoufzxtots joe biden sick,"Sentiment(polarity=-0.7142857142857143, subjectivity=0.8571428571428571)",-0.7142857142857143,-0.7142857142857143,negative
1631059550722719748,2023-03-01 22:31:15+00:00,@JubalHarshaw15 @diegovarela28 @fearlessgirl66 @other98 @beansbeth Silly. Only President Biden can do it,0,0,0,en,sure anyone remember biden try first give student forgiveness executive order nancy palosi tell must go thru house new trump pass hero’s act try put thru doe first ex order,"Sentiment(polarity=0.28409090909090906, subjectivity=0.5025252525252525)",0.28409090909090906,0.28409090909090906,positive
1631058710775603201,2023-03-01 22:27:54+00:00,"@Jim_Jordan Child molestar Jordan barking, our master Trump brought 13 year old water bottles to East Palestin, while Biden took thousands of fresh water,also child master Jordan barking, families were devastating, families responding, we are devastating with u for being a coward.",0,0,0,en,jubalharshaw diegovarela fearlessgirl beansbeth silly president biden,"Sentiment(polarity=-0.5, subjectivity=0.875)",-0.5,-0.5,negative
1631058332738830337,2023-03-01 22:26:24+00:00,"@Isabelsmother2 @ULTRA_MAJESTY We need to take care of our own borders. We need to take care of our own children. I think they should go ahead and vote to impeach Joe Biden because at least it will slow him down, but the Republicans are going to have to do the right thing when it comes to the budget. Oklahoma",0,0,2,en,jimjordan child molestar jordan bark master trump bring year old water bottle east palestin biden take thousands fresh wateralso child master jordan bark families devastate families respond devastate u coward,"Sentiment(polarity=0.2, subjectivity=0.35)",0.2,0.2,positive
1631056515959250944,2023-03-01 22:19:11+00:00,"@SenateCommerce @SenTedCruz Mr. CRUZ, President Joe Biden wants SAFE gas stoves. Not those that will blow up like Texas experiences many times a year. In fact, we just had one blow up and kill two citizens as they slept. Yes, gas stoves need to be safe. THANK YOU President Joe Biden for protecting us.",0,0,0,en,isabelsmother ultramajesty need take care border need take care children think go ahead vote impeach joe biden least slow republicans go right thing come budget oklahoma,"Sentiment(polarity=-0.10476190476190479, subjectivity=0.44523809523809527)",-0.10476190476190479,-0.10476190476190479,negative
1631056414306185216,2023-03-01 22:18:47+00:00,"@Floridagirl0850 @Unfilteredboss1 This is a fact many MAGA folk don't realize. 

Trump was great but DeSantis has more appeal with independents and moderates Dems who are embarrassed by Biden",3,0,9,en,senatecommerce sentedcruz mr cruz president joe biden want safe gas stoves blow like texas experience many time year fact one blow kill two citizens sleep yes gas stoves need safe thank president joe biden protect us,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,positive
1631056386325970946,2023-03-01 22:18:40+00:00,@realstewpeters It’s open season on whites in large part by one of Biden’s brainwashing campaigns that all whites are oppressing racists,0,0,0,en,floridagirl unfilteredboss fact many maga folk dont realize trump great desantis appeal independents moderate dems embarrass biden,"Sentiment(polarity=0.43333333333333335, subjectivity=0.65)",0.43333333333333335,0.43333333333333335,positive
1631056224899743744,2023-03-01 22:18:02+00:00,@GregoryRogers7 More than 2 years in and still blaming Trump so they won’t feel stupid for voting for Biden’s $hitshow.,0,0,0,en,realstewpeters it’s open season white large part one biden’s brainwash campaign white oppress racists,"Sentiment(polarity=0.05357142857142857, subjectivity=0.23214285714285715)",0.05357142857142857,0.05357142857142857,positive
1631056079760007169,2023-03-01 22:17:27+00:00,@GOP DeWine has not invited the President. Biden does not use a tragedy to campaign like some people.,0,0,1,en,gregoryrogers years still blame trump won’t feel stupid vote biden’s hitshow,"Sentiment(polarity=-0.7999999999999999, subjectivity=1.0)",-0.7999999999999999,-0.7999999999999999,negative
1631055838327480321,2023-03-01 22:16:30+00:00,@JedediahBila Is she running for a job in the Biden administration.,0,0,0,en,gop dewine invite president biden use tragedy campaign like people,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neutral
1631055554008211460,2023-03-01 22:15:22+00:00,".@EconUS/@YouGovAmerica:

Opinion of Tucker Carlson

% Favorable/Unfavorable
Reg. voters 38/41
Biden voters 14/67
Trump voters 66/15
Dem 20/57
GOP 56/17
Ind 26/38
Men 40/43
Women 28/33
Lib 17/65
Mod 28/46
Con 59/17
White 37/38
Black 26/38
Hispanic 28/37

https://t.co/1s7uB1k4BW https://t.co/9mb5zw5gn3",2,0,2,en,jedediahbila run job biden administration,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neutral
1631055300710084610,2023-03-01 22:14:21+00:00,@Jim_Jordan Biden sent FEMA &amp; EPA. He has instructed his team to go door to door to check on people. Trump went FOR the photo op. When President he NEVER visited a single train derailment. We aren’t buying it Gymbo!,0,0,2,en,econusyougovamerica opinion tucker carlson favorableunfavorable reg voters biden voters trump voters dem gop ind men women lib mod con white black hispanic,"Sentiment(polarity=0.011111111111111118, subjectivity=0.2777777777777778)",0.011111111111111118,0.011111111111111118,positive
1631055271245017089,2023-03-01 22:14:14+00:00,@SenTedCruz President Joe Biden is a Gold Star family member.  I hope you treat them better than you treat him.,0,0,0,en,jimjordan biden send fema epa instruct team go door door check people trump go photo op president never visit single train derailment aren’t buy gymbo,"Sentiment(polarity=-0.07142857142857142, subjectivity=0.21428571428571427)",-0.07142857142857142,-0.07142857142857142,negative
1631055177569517571,2023-03-01 22:13:52+00:00,@MarshaBlackburn Seriously Blackburn we need Serious ppl in the senate you are not one of them you are so corrupt and do nothing for the ppl that elected u into office that's investigate these two Hunter Biden did not work in government both these two did and got very rich because of it https://t.co/O5cziEmTwc,0,3,9,en,sentedcruz president joe biden gold star family member hope treat better treat,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,positive
1631054787285221383,2023-03-01 22:12:19+00:00,"@ericareport Biden continues lying and Chinese terrorist and disinformationalist @ericareport continues her hate celebrating the death of Ashley Babbitt.
https://t.co/UuoHnm8i5b",0,0,0,en,marshablackburn seriously blackburn need serious ppl senate one corrupt nothing ppl elect u office thats investigate two hunter biden work government two get rich,"Sentiment(polarity=0.0016666666666667052, subjectivity=0.7966666666666666)",0.0016666666666667052,0.0016666666666667052,positive
1631052825219284994,2023-03-01 22:04:31+00:00,@seanhannity Fox News gave Biden ad notice to Trump. Not that it helped.,0,0,0,en,ericareport biden continue lie chinese terrorist disinformationalist ericareport continue hate celebrate death ashley babbitt,"Sentiment(polarity=-0.4, subjectivity=0.45)",-0.4,-0.4,negative
1631052641978716160,2023-03-01 22:03:47+00:00,Joe Biden ✊🏿 🤣 https://t.co/6RqVqYyImH,0,2,6,eu,seanhannity fox news give biden ad notice trump help,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neutral
1631052352487661568,2023-03-01 22:02:38+00:00,@proceso Claro... Defiende lo de México... Pues que piensa Don Biden Lurias.,0,0,4,es,joe biden,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neutral
1631052188314390528,2023-03-01 22:01:59+00:00,"@GiantRobotHorde @WhiteHouse I don't have to make myself unique, nor am I selling a product so wtf are you talking about? I am NOT a business model or executive branch. Geppettoism isn't a word so if you think you're so smart, get a dictionary. I'm not puffy, I'm a realist calling Biden out. Kick rocks kid.",0,0,0,en,proceso claro defend mexico well biden lurias think,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neutral
1631052165002276866,2023-03-01 22:01:54+00:00,But TRUMP TRIED TO TELL EVERYONE THAT CHINA RELEASED COVID THRU THEIR LAB BUT EVERYONE WOULDNT BELIEVE HIM!! BIDEN LIES &amp; USES TRUMP'S INFO &amp; SAYS THE SAME THING&amp; ALL THINK HE'S WONDERFUL. WHAT A FAKE biden he is!!!!,0,0,0,en,giantrobothorde whitehouse dont make unique sell product wtf talk business model executive branch geppettoism isnt word think youre smart get dictionary im puffy im realist call biden kick rock kid,"Sentiment(polarity=0.029761904761904757, subjectivity=0.8809523809523809)",0.029761904761904757,0.029761904761904757,positive
1631051128853995522,2023-03-01 21:57:47+00:00,Fox Nexs is NOT THE ONLY ONE DOING THIS!!! THEY JUST GOT CAUGHT. BIDEN HAS HIS UNDER-HANDED WAYS OF DOING THE SAME THING!!!  POLITICS IS STILL EVIL &amp; A LIE!!!,0,0,0,en,trump try tell everyone china release covid thru lab everyone wouldnt believe biden lie use trump info say thing think hes wonderful fake biden,"Sentiment(polarity=0.25, subjectivity=1.0)",0.25,0.25,positive
1631051070469464064,2023-03-01 21:57:33+00:00,"@GiantRobotHorde @WhiteHouse Your failure to acknowledge TRUTH &amp; lack of what's really happening is the most alarming. You came for me. You didn't come with facts, you came with BS. If you think Biden has built anything back better, or that more businesses aren't going under due to him- keep being a 🐑",0,0,0,en,fox news one get catch biden underhanded ways thing politics still evil lie,"Sentiment(polarity=-1.0, subjectivity=1.0)",-1.0,-1.0,negative
1631050920820723715,2023-03-01 21:56:57+00:00,"@PramilaJayapal @DebtCrisisOrg @PramilaJayapal We could have canceled much if American’s debt if Biden and the Democrats had applied the Ukraine handouts to the American people’s debt. Also, your argument is flawed. You are not canceling this deck. It is being passed on to tax payers. Can you ever be honest?",0,0,0,en,giantrobothorde whitehouse failure acknowledge truth lack whats really happen alarm come didnt come facts come bs think biden build anything back better businesses arent go due keep,"Sentiment(polarity=0.05166666666666666, subjectivity=0.275)",0.05166666666666666,0.05166666666666666,positive
1631050861681197056,2023-03-01 21:56:43+00:00,"While We Were Sleeping

We also need to bring to justice the ""Biden Administration as well as our captured regulatory institutions. 

https://t.co/X7ipeyaoRS",0,0,0,en,pramilajayapal debtcrisisorg pramilajayapal could cancel much american’s debt biden democrats apply ukraine handouts american people’s debt also argument flaw cancel deck pass tax payers ever honest,"Sentiment(polarity=0.19999999999999998, subjectivity=0.3)",0.19999999999999998,0.19999999999999998,positive
1631050847474917377,2023-03-01 21:56:40+00:00,"Senate votes to overturn Biden administration retirement investment rule Republicans decry as ‘woke’

https://t.co/Y8QBAmenWk",0,0,0,en,sleep also need bring justice biden administration well capture regulatory institutions,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neutral
1631050780986728451,2023-03-01 21:56:24+00:00,"@BruceManno Remember, inflation was transitory?! Inflation isn't going away as long as Biden keeps his runaway government spending going.",0,0,0,en,senate vote overturn biden administration retirement investment rule republicans decry ‘woke’,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neutral
